Day,Day,Year,wind_10m,specific_humidity,LW_down,SW_down,rainfall,snowfall,sosaline,sst,t2m,surface_pressure,sea_ice_extent
1/27/1979,1/27/1979,1979,-0.807354261917,-1.08099919557,-1.34393246639,-1.01267339651,-1.05751604705,0.660401502242,0.796560304078,-0.905516278288,-1.49864431316,2.07187266391,1.30492031257
1/28/1979,1/28/1979,1979,-0.218962936142,-1.08401481099,-1.41348997541,-1.00373972299,-1.14085879432,0.42974836257,0.796560304078,-0.912881209224,-1.51646650809,2.16972732884,1.33286714705
1/29/1979,1/29/1979,1979,0.065964241332,-1.12000278168,-1.5373813568,-1.0039175778,-1.56479027094,-0.186155802705,0.796560304078,-0.919425531443,-1.57588523496,1.96453117397,1.33286714705
1/30/1979,1/30/1979,1979,-0.0967776072131,-1.14943625961,-1.60212273231,-1.0026478919,-1.20931123348,-0.000945213884001,0.796560304078,-0.922521008525,-1.69224622564,1.81636135724,1.37450619095
1/31/1979,1/31/1979,1979,0.0905228423817,-1.16471637709,-1.62737154857,-0.998420233027,-1.18643336906,0.313871900449,0.796560304078,-0.92840565706,-1.74726980991,1.57453786964,1.37450619095
2/1/1979,2/1/1979,1979,-0.298570823258,-1.18548047093,-1.71202287831,-0.989204919384,-1.8674113041,-0.429123841888,1.01858234328,-0.936688643613,-1.77396482768,1.33665979955,1.35752676948
2/2/1979,2/2/1979,1979,0.0668612845217,-1.18782794546,-1.74609250475,-0.983692791575,-1.46583206736,0.170409195545,1.01858234328,-0.950501065061,-1.83527841981,1.50660948581,1.35752676948
2/3/1979,2/3/1979,1979,0.143760722643,-1.20381132374,-1.78327943114,-0.980427288417,-1.51588946619,0.00688668999976,1.01858234328,-0.964791554606,-1.89534812625,1.5611755988,1.35187956289
2/4/1979,2/4/1979,1979,-0.235962849674,-1.21421331805,-1.8143068319,-0.964204691769,-1.86664551492,-0.432165444753,1.01858234328,-0.974471218549,-1.9249193436,1.45443896968,1.35187956289
2/5/1979,2/5/1979,1979,-0.707317137717,-1.21497578154,-1.79487607548,-0.964015530719,-1.86425946367,-0.462510672977,1.01858234328,-0.983275336854,-1.96237144678,1.10553557447,1.34955521876
2/6/1979,2/6/1979,1979,-0.967885309193,-1.21335432358,-1.79888565075,-0.955690171059,-1.59872511044,-0.275519889546,1.01858234328,-0.992971488024,-2.00573098803,1.3694298804,1.34955521876
2/7/1979,2/7/1979,1979,-0.607782133758,-1.21964165446,-1.75476215975,-0.947477487237,-1.62654118286,-0.155514954627,1.01858234328,-1.00356373235,-2.00802122615,1.5411333407,1.34034911953
2/8/1979,2/8/1979,1979,-0.164371191609,-1.17905399344,-1.64746318381,-0.946859458137,-1.30533588934,0.222862538508,1.01858234328,-1.01373186118,-1.92343445547,1.5857808975,1.34034911953
2/9/1979,2/9/1979,1979,-0.344300412178,-1.16026495812,-1.630114931,-0.937367451889,-1.05607395386,0.523177420702,1.01858234328,-1.01870552884,-1.85985981513,1.42890047985,1.39839779327
2/10/1979,2/10/1979,1979,-0.165043151291,-1.14555780163,-1.62260603199,-0.928984211113,-1.31346391463,0.191958544862,1.01858234328,-1.01894816178,-1.86090160897,1.42238666703,1.39839779327
2/11/1979,2/11/1979,1979,-0.0194071830798,-1.14957866228,-1.58195475673,-0.915897585466,-0.842468634183,0.736103226119,1.01858234328,-1.0171207248,-1.82589500564,1.62465001748,1.43201365484
2/12/1979,2/12/1979,1979,0.716638587275,-1.13771301574,-1.56560616211,-0.903278918025,-1.30420847579,0.250913641621,1.01858234328,-1.02313979346,-1.77479128094,1.547796238,1.43201365484
2/13/1979,2/13/1979,1979,0.192957563124,-1.17408413286,-1.58663568584,-0.879983260953,-1.39432461341,0.150330994725,1.01858234328,-1.02823668469,-1.75483150072,0.99739525047,1.49018987094
2/14/1979,2/14/1979,1979,-0.0370022525806,-1.17699569353,-1.51749694925,-0.875502405148,-1.45078598923,-0.0348551543716,1.01858234328,-1.02702044402,-1.72702595726,0.486123176755,1.49018987094
2/15/1979,2/15/1979,1979,0.195883360885,-1.12527804982,-1.40960861896,-0.871757391006,-0.681828452967,0.681136872204,1.01858234328,-1.02211334047,-1.64124843506,0.287427034667,1.50078971611
2/16/1979,2/16/1979,1979,0.832754586443,-1.07869976902,-1.37884433277,-0.855962750972,-0.868121531273,0.17644163882,1.01858234328,-1.01394231942,-1.54057688187,-0.241514354414,1.50078971611
2/17/1979,2/17/1979,1979,0.734705935558,-1.02915389473,-1.34811267726,-0.847399152684,-1.28679272584,-0.21399197974,1.01858234328,-1.00450639577,-1.43300774546,-0.664692336644,1.50694278948
2/18/1979,2/18/1979,1979,0.966271758014,-0.980611433504,-1.31333399321,-0.83628954794,-0.619619576314,0.554687188322,1.01858234328,-0.999918516942,-1.44202336119,-0.699471194005,1.50694278948
2/19/1979,2/19/1979,1979,1.15856164623,-0.978829531145,-1.26364431022,-0.834930249097,-0.712548172001,0.423634226497,1.01858234328,-0.996211905067,-1.40400984431,-1.02615466433,1.49080760619
2/20/1979,2/20/1979,1979,1.08656368614,-0.927647008994,-1.22984411065,-0.831144915771,-0.856670994009,0.119645223933,1.01858234328,-0.995702892658,-1.33458473451,-0.897346090795,1.49080760619
2/21/1979,2/21/1979,1979,0.809704042876,-0.9101594556,-1.24823445631,-0.818942133446,-0.817473083322,0.387957108965,1.01858234328,-0.99693925021,-1.35089633302,-0.538702546173,1.48129909329
2/22/1979,2/22/1979,1979,0.695882262357,-0.962500628695,-1.34669325349,-0.794545723327,-1.58827969859,-0.292096743377,1.01858234328,-1.00049544689,-1.3895531699,0.0159820810306,1.48129909329
2/23/1979,2/23/1979,1979,-0.177409577494,-1.02429194769,-1.30645262207,-0.796227061867,-0.208529317427,0.883916150499,1.01858234328,-1.00668486307,-1.45126087223,0.969628574688,1.52466687389
2/24/1979,2/24/1979,1979,0.402915931034,-1.03082310334,-1.27492482519,-0.782470771103,-0.081359584702,0.930248624582,1.01858234328,-1.01119479667,-1.43091555122,0.904300867202,1.52466687389
2/25/1979,2/25/1979,1979,0.965621980797,-1.02213793066,-1.35350337529,-0.7659396898,-0.617449903622,0.142661353295,1.01858234328,-1.01605871353,-1.43753705582,0.479940520493,1.57949379706
2/26/1979,2/26/1979,1979,0.681427120923,-1.06269340979,-1.45911822699,-0.717854065344,-1.05085501376,0.238952302245,1.01858234328,-1.02154096297,-1.45251799736,-0.123765698901,1.57949379706
2/27/1979,2/27/1979,1979,0.829782599061,-1.08559584899,-1.44808311771,-0.699258209083,-0.766608345043,0.669693271723,1.01858234328,-1.02417412095,-1.46786336713,-0.0966839903609,1.57087869529
2/28/1979,2/28/1979,1979,1.20646241334,-1.1111389418,-1.46922653346,-0.682539019905,-1.19063161803,0.247368643402,1.01858234328,-1.02654508278,-1.44937688821,-0.0935873519781,1.57087869529
3/1/1979,3/1/1979,1979,1.12268529846,-1.11791480023,-1.46710473791,-0.650389234172,-1.20261838492,-0.0118195016867,1.02585818996,-1.02997910172,-1.42115499859,0.109366507806,1.59656910579
3/2/1979,3/2/1979,1979,0.93607495615,-1.08314520839,-1.41064674146,-0.659900407923,-0.600952671284,0.629420968332,1.02585818996,-1.02885200281,-1.43179718121,-0.225272624538,1.59656910579
3/3/1979,3/3/1979,1979,0.618536656729,-1.05032912268,-1.41073743098,-0.649227460465,-0.350496686921,1.09351192616,1.02585818996,-1.02497381303,-1.42677255225,-0.721759390409,1.54190752668
3/4/1979,3/4/1979,1979,0.60278244565,-1.05260756148,-1.49370405043,-0.598571227068,-0.777214615,0.807916530207,1.02585818996,-1.02043293511,-1.46776036686,-0.721954622191,1.54190752668
3/5/1979,3/5/1979,1979,0.984131503811,-1.08695904667,-1.45571171552,-0.584614633894,-1.01278056085,0.498085383027,1.02585818996,-1.01663029128,-1.49174202279,-0.725449363836,1.57603478699
3/6/1979,3/6/1979,1979,0.584245128065,-1.04937514677,-1.40663492042,-0.588502587658,-0.975698248434,0.203909878876,1.02585818996,-1.01504302646,-1.45386802143,-0.836480164808,1.57603478699
3/7/1979,3/7/1979,1979,0.248878334908,-1.01761689328,-1.40420694935,-0.571460080416,-1.15066917793,0.179047356037,1.02585818996,-1.01425157799,-1.38600558381,-0.771545725054,1.56951476044
3/8/1979,3/8/1979,1979,0.00342721190956,-0.980394150454,-1.31502835984,-0.552535871774,-0.768948319194,0.367152182815,1.02585818996,-1.01212527923,-1.36850567557,-0.224459460538,1.56951476044
3/9/1979,3/9/1979,1979,1.07485058218,-0.947340089285,-1.20434621137,-0.534547639213,-0.649391984446,0.857803726328,1.02585818996,-1.00938735353,-1.3065731905,0.721940427674,1.56619712261
3/10/1979,3/10/1979,1979,1.34690329642,-0.936120218737,-1.19303997972,-0.515282015637,-0.907685794135,0.511085112497,1.02585818996,-1.00492312892,-1.19730364898,0.854956994635,1.56619712261
3/11/1979,3/11/1979,1979,1.43570605424,-0.966080346953,-1.27554696456,-0.472371808826,-1.31369344477,-0.18659152185,1.02585818996,-1.00229421578,-1.18765638365,1.298303577,1.55910146516
3/12/1979,3/12/1979,1979,1.12001641363,-0.985500198233,-1.33192883541,-0.40833943716,-1.37978856958,0.0909977618766,1.02585818996,-1.00060741239,-1.20367156159,1.87000348648,1.55910146516
3/13/1979,3/13/1979,1979,0.901759642524,-0.995104851013,-1.23254189332,-0.417373581003,-0.555197270879,0.804057675431,1.02585818996,-1.00025287547,-1.21779055591,2.57561411653,1.52867569907
3/14/1979,3/14/1979,1979,1.88709589164,-1.00844586045,-1.21484582886,-0.398490768299,-0.544924631002,0.761602683354,1.02585818996,-1.00453168029,-1.15921919987,2.20650244332,1.52867569907
3/15/1979,3/15/1979,1979,1.18396442827,-1.01522983936,-1.1827857612,-0.362932139189,-1.11255179734,0.3955641026,1.02585818996,-1.00915302572,-1.13847121779,1.9242895803,1.4968193073
3/16/1979,3/16/1979,1979,0.651085161775,-1.04253319195,-1.186088207,-0.290538424098,-0.77752178996,0.567370433502,1.02585818996,-1.01400291614,-1.12801157424,1.9445053655,1.4968193073
3/17/1979,3/17/1979,1979,0.634378695422,-1.02532903069,-1.18632801393,-0.264325706052,-1.43213245391,0.110841607143,1.02585818996,-1.02122456814,-1.07901110141,1.75666993524,1.54497100179
3/18/1979,3/18/1979,1979,0.818192932818,-1.03659270557,-1.16474628492,-0.232040995573,-1.58291951256,0.0281340559917,1.02585818996,-1.03005237145,-1.06064812254,1.72632329419,1.54497100179
3/19/1979,3/19/1979,1979,0.484415062648,-1.02342008394,-1.09707606353,-0.235525034876,-0.958071935929,0.653184469491,1.02585818996,-1.03701182731,-1.01663191973,1.82989629406,1.55654938878
3/20/1979,3/20/1979,1979,0.237365586842,-0.968871176255,-1.02906092941,-0.191958681607,-0.916520835785,0.795049673764,1.02585818996,-1.04317565137,-0.945331785272,1.26452315732,1.55654938878
3/21/1979,3/21/1979,1979,-0.0687804026041,-0.922831496268,-1.0370035495,-0.185401873837,-0.679487991084,0.894935120986,1.02585818996,-1.04600887079,-0.899735102942,0.970573799454,1.50862358256
3/22/1979,3/22/1979,1979,-0.362164707921,-0.91194760818,-0.963808526191,-0.180047595249,-0.821649646639,0.743753253406,1.02585818996,-1.04777152774,-0.9236861856,0.588092105312,1.50862358256
3/23/1979,3/23/1979,1979,-0.296143615868,-0.848898869518,-0.936074523301,-0.18668573885,-0.247825306167,1.43067549477,1.02585818996,-1.04821711353,-0.886355669909,0.221904868201,1.48735996736
3/24/1979,3/24/1979,1979,0.181398869514,-0.843297562209,-0.967007109855,-0.122995334522,-0.813937942674,0.578634945567,1.02585818996,-1.04805408684,-0.865366453276,0.26181576899,1.48735996736
3/25/1979,3/25/1979,1979,-0.145365145312,-0.826782540281,-0.936565620981,-0.138880068481,-0.620750149086,0.566362707346,1.02585818996,-1.04520487234,-0.871785736044,0.538513389357,1.48248139553
3/26/1979,3/26/1979,1979,0.601386088273,-0.804949332562,-0.887073746438,-0.116859299904,-0.937570600984,0.391911957699,1.02585818996,-1.03852003957,-0.859693611476,0.474219270989,1.48248139553
3/27/1979,3/27/1979,1979,-0.208323788013,-0.776744871679,-0.898993941901,-0.0487815932938,-0.973310327137,0.361579507881,1.02585818996,-1.03203305353,-0.831101927288,0.678185213923,1.41984488506
3/28/1979,3/28/1979,1979,-0.209372852963,-0.791872083926,-0.891473619467,-0.00556158473914,-1.38927026415,0.0556953201844,1.02585818996,-1.02595105041,-0.831311539439,1.50304519202,1.41984488506
3/29/1979,3/29/1979,1979,-0.39166382767,-0.773929410332,-0.872264842539,0.0278712250418,-1.75602878008,-0.452121132107,1.02585818996,-1.02101515573,-0.806168470456,1.63587776594,1.32858448998
3/30/1979,3/30/1979,1979,-0.900007705756,-0.78638576358,-0.899395291766,0.0657272790233,-1.81344444454,-0.611986088948,1.02585818996,-1.0238945763,-0.769862656165,1.89060041746,1.32858448998
3/31/1979,3/31/1979,1979,-0.81015174208,-0.818687815036,-0.93931459545,0.120217423055,-1.45655389879,-0.185441861836,1.02585818996,-1.02750472559,-0.759738613016,2.41240217893,1.34111898362
4/1/1979,4/1/1979,1979,-0.288834185661,-0.829491153182,-0.950656370128,0.171551675211,-1.52665788343,-0.1400160764,0.87981573569,-1.02186590901,-0.774711857855,2.86471544662,1.34111898362
4/2/1979,4/2/1979,1979,-0.0598047104091,-0.852831731952,-0.928357005304,0.177524438226,-1.54949835186,-0.20009855497,0.87981573569,-1.02175314375,-0.780992052186,2.88245102421,1.29695244982
4/3/1979,4/3/1979,1979,-0.286286417299,-0.858294274864,-0.897639417141,0.18338827001,-1.33068124138,-0.0731298395177,0.87981573569,-1.02627544278,-0.776572956025,2.62563087855,1.29695244982
4/4/1979,4/4/1979,1979,-0.138698720425,-0.86911749625,-0.910464678034,0.241806419804,-1.30343897348,0.158212032355,0.87981573569,-1.03046467519,-0.807699743065,2.318505208,1.29112115198
4/5/1979,4/5/1979,1979,0.793784644984,-0.886473567148,-0.943581677592,0.319980387386,-1.83904092904,-0.518222031308,0.87981573569,-1.03703434345,-0.80502687015,2.11247118155,1.29112115198
4/6/1979,4/6/1979,1979,-0.318643854867,-0.890449734781,-0.966517868733,0.3789994502,-2.20924752686,-0.927007830345,0.87981573569,-1.03912096212,-0.769345862917,2.23279260423,1.30770964846
4/7/1979,4/7/1979,1979,-1.38471690484,-0.906984170214,-0.96090653777,0.430242368583,-1.89840472602,-0.610397960964,0.87981573569,-1.0398165632,-0.75703395058,2.34791214429,1.30770964846
4/8/1979,4/8/1979,1979,-1.55396313417,-0.88213221528,-0.968558530445,0.476865837077,-2.3587192215,-1.08600799694,0.87981573569,-1.03711917885,-0.730862995675,2.34569934814,1.33802262409
4/9/1979,4/9/1979,1979,-1.495971448,-0.853300653555,-0.926410430832,0.522224972766,-2.09070455994,-0.872769921291,0.87981573569,-1.02765366432,-0.694026768035,2.7196526459,1.33802262409
4/10/1979,4/10/1979,1979,-1.20273594767,-0.827407410714,-0.860842920466,0.543561668287,-1.95118098513,-0.905737277948,0.87981573569,-1.01697357014,-0.657249068764,3.12867868646,1.32801377637
4/11/1979,4/11/1979,1979,-1.58364040884,-0.818664586852,-0.801949817496,0.545900688372,-1.40582255617,-0.302911783088,0.87981573569,-1.0054320798,-0.621275141153,3.62138777696,1.32801377637
4/12/1979,4/12/1979,1979,-0.964655577325,-0.814300946269,-0.767586546181,0.576631957765,-1.27413951984,-0.0227925686009,0.87981573569,-0.995642418982,-0.605142405119,3.8459353494,1.2955461033
4/13/1979,4/13/1979,1979,-0.654330529671,-0.828338215238,-0.852282511608,0.611869677928,-1.60123354297,-0.271387105814,0.87981573569,-0.988517045011,-0.586543056679,3.44771036038,1.2955461033
4/14/1979,4/14/1979,1979,-0.510521608444,-0.860512697102,-0.839333223677,0.674338608226,-1.61635809922,-0.263350559729,0.87981573569,-0.987527688283,-0.604986270666,3.06883731885,1.24786216655
4/15/1979,4/15/1979,1979,-1.17996534789,-0.846053258906,-0.776028875699,0.704448074089,-1.32786705052,-0.347633048739,0.87981573569,-0.994832207062,-0.555675710749,3.25372353921,1.24786216655
4/16/1979,4/16/1979,1979,-0.826170270913,-0.789406528052,-0.67335040572,0.689995362995,-0.83107740158,0.319569946658,0.87981573569,-1.00160132156,-0.541121560232,3.04194998097,1.23362659599
4/17/1979,4/17/1979,1979,-0.56611427905,-0.74073262509,-0.595751053637,0.704142139735,-0.776125930725,0.388931785639,0.87981573569,-1.00609163045,-0.496827644764,2.42901580305,1.23362659599
4/18/1979,4/18/1979,1979,0.147081465236,-0.677665042886,-0.55694999748,0.690450513364,-0.617663968524,0.409750322715,0.87981573569,-1.01140193286,-0.443148811068,1.65708629217,1.25082452977
4/19/1979,4/19/1979,1979,0.245582818179,-0.639072181296,-0.523479755283,0.692634564055,-0.79136657677,0.0380759984311,0.87981573569,-1.00769544402,-0.423390537777,1.01947715299,1.25082452977
4/20/1979,4/20/1979,1979,-0.509783727553,-0.613699607132,-0.445893396872,0.748796142532,-0.675498684619,0.439217107383,0.87981573569,-0.998707136311,-0.404813156045,0.894728106642,1.19961827277
4/21/1979,4/21/1979,1979,-0.478739586841,-0.57509789741,-0.410826246171,0.781854840643,-0.767572383404,0.532820289091,0.87981573569,-0.989739745232,-0.358022649094,0.820526383788,1.19961827277
4/22/1979,4/22/1979,1979,-0.484689230944,-0.530704063546,-0.420543514495,0.846758022358,-1.01629870934,0.399091236479,0.87981573569,-0.980915448528,-0.312589083027,0.507075839388,1.17239643204
4/23/1979,4/23/1979,1979,-0.0678200574131,-0.558565666994,-0.430927864325,0.913351123252,-0.647284160459,0.679869512197,0.87981573569,-0.975975124441,-0.27236443973,-0.057824232327,1.17239643204
4/24/1979,4/24/1979,1979,-0.716251998219,-0.568650581846,-0.448843262127,1.01342956512,-1.64122870026,-0.307789843697,0.87981573569,-0.973350271594,-0.21680729473,-0.458454158071,1.1630661711
4/25/1979,4/25/1979,1979,-1.39897692374,-0.536358178342,-0.419348248879,1.05000710001,-1.2952881719,-0.158581593602,0.87981573569,-0.970361838455,-0.195205201394,-0.223271046125,1.1630661711
4/26/1979,4/26/1979,1979,-1.48212387179,-0.506547388581,-0.349260502354,0.990234675229,-0.450898564529,0.65494008512,0.87981573569,-0.968208102001,-0.175111764057,0.0709843632859,1.13761793741
4/27/1979,4/27/1979,1979,-0.385595561751,-0.465788153179,-0.250444192454,0.967840358855,-0.436829061164,0.437917705998,0.87981573569,-0.967186570571,-0.185456031338,0.0201365745032,1.13761793741
4/28/1979,4/28/1979,1979,-1.21733167961,-0.460011129395,-0.307658991381,1.01277996992,-0.262238615789,0.567549706585,0.87981573569,-0.969924496273,-0.14212459374,-0.100371844103,1.12734908768
4/29/1979,4/29/1979,1979,-0.340496343336,-0.45210702654,-0.316320287403,1.11705760231,-0.309648934131,0.411379138162,0.87981573569,-0.965916869446,-0.0956002126118,0.504291832402,1.12734908768
4/30/1979,4/30/1979,1979,0.414627156444,-0.470148719433,-0.338081259285,1.16040518847,-0.503299351626,0.455006607324,0.87981573569,-0.961368178547,-0.101363233037,0.867935050567,1.08211058346
5/1/1979,5/1/1979,1979,1.30646499127,-0.482239478845,-0.324553823461,1.21915773782,-1.08732840256,-0.0969444452217,0.365952551276,-0.922871854279,-0.0928649119113,1.11418408631,1.08211058346
5/2/1979,5/2/1979,1979,1.41564394049,-0.465917145341,-0.270706045004,1.25290984053,-1.06056664286,-0.231807766846,0.365952551276,-0.914631254667,-0.0801105737502,1.3020903052,0.979100618041
5/3/1979,5/3/1979,1979,0.126636201497,-0.412133443397,-0.179809416635,1.2744215443,-1.05097318682,-0.219527273066,0.365952551276,-0.908195821977,0.00433736845832,1.60393374383,0.979100618041
5/4/1979,5/4/1979,1979,0.1975218889,-0.35806666938,-0.143491451202,1.29504225477,-0.962404730032,-0.209070522197,0.365952551276,-0.901655744605,0.0737664426666,1.58002961913,0.939849843123
5/5/1979,5/5/1979,1979,0.0271575441637,-0.3078462356,-0.0814854033488,1.31005269403,-1.04322111147,-0.220017154369,0.365952551276,-0.891661039262,0.117690415017,1.32420981004,0.939849843123
5/6/1979,5/6/1979,1979,0.269658310124,-0.263421128581,-0.0181161138589,1.31959735338,-0.544078643156,0.306726346249,0.365952551276,-0.882366733518,0.177447434753,1.1948335364,0.925184009203
5/7/1979,5/7/1979,1979,0.312167839391,-0.307587591106,-0.00478441295648,1.33869887241,-0.246240371505,0.332623835259,0.365952551276,-0.875722688177,0.188495017323,1.29996108203,0.925184009203
5/8/1979,5/8/1979,1979,-0.663978317894,-0.314225756911,-0.00230762558276,1.4117306687,-1.06720729684,-0.146556904087,0.365952551276,-0.879163720335,0.222069318917,1.44218600044,0.886625650961
5/9/1979,5/9/1979,1979,-0.985560776241,-0.323633581181,-0.00112387733901,1.47430572813,-1.24566702274,-0.314750929897,0.365952551276,-0.878959844686,0.234729857567,1.45324203237,0.886625650961
5/10/1979,5/10/1979,1979,-1.16927695159,-0.303329625633,0.017724980051,1.49779632143,-1.57792273271,-0.688456802864,0.365952551276,-0.879411397874,0.285623840133,1.54324448031,0.832610696213
5/11/1979,5/11/1979,1979,-1.42610047623,-0.259810420477,0.0602233137844,1.5478016934,-1.0457038266,-0.752347836938,0.365952551276,-0.878534621847,0.322655047832,1.69037156677,0.832610696213
5/12/1979,5/12/1979,1979,-1.54379410179,-0.185571974564,0.138044345631,1.50178405635,-0.190058597913,-0.0251922086571,0.365952551276,-0.877761752268,0.384403276234,1.7992472226,0.790394484758
5/13/1979,5/13/1979,1979,-1.219357076,-0.153773387306,0.192279335032,1.44295025723,0.231410160542,0.0796920416446,0.365952551276,-0.877828254856,0.4113955316,1.38944787253,0.790394484758
5/14/1979,5/14/1979,1979,-1.19729651373,-0.123864620619,0.277776259945,1.42427842475,-0.664904725582,-0.22200561188,0.365952551276,-0.877097403102,0.400777646048,0.675981183553,0.736474187949
5/15/1979,5/15/1979,1979,-1.48807291159,-0.076597201827,0.280173423339,1.49841008047,-0.972285337103,-0.250405352672,0.365952551276,-0.871397313091,0.436944418324,0.232404394608,0.736474187949
5/16/1979,5/16/1979,1979,-1.46550145574,-0.0760371582276,0.326787073406,1.52855289211,-1.04524172228,-0.466344306975,0.365952551276,-0.879421364035,0.453098972516,0.225483801068,0.744289307202
5/17/1979,5/17/1979,1979,-1.49929218555,-0.0373265667671,0.358974304124,1.53018201562,-0.195273030794,0.133939147761,0.365952551276,-0.869783164241,0.494577704973,0.209204800071,0.744289307202
